IDLink,LinkedIn
46847.0,2
46869.0,21
94020.0,4
46919.0,2
46851.0,9
94090.0,108
47280.0,18
47307.0,37
94226.0,80
94234.0,60
94246.0,91
94255.0,154
94296.0,65
94309.0,0
46932.0,0
46901.0,3
46861.0,1
94075.0,0
46862.0,55
46890.0,0
94077.0,4
46926.0,0
46866.0,0
94034.0,1162
94028.0,12
94039.0,59
94049.0,20
94096.0,34
46942.0,16
46873.0,1
46868.0,37
94031.0,22
94032.0,0
94040.0,50
94088.0,3
94285.0,0
46931.0,3
46870.0,17
94037.0,22
46880.0,0
46954.0,2
46875.0,0
46876.0,1
46939.0,1
94162.0,140
94129.0,94
46943.0,0
46881.0,6
46882.0,1538
46879.0,2
94098.0,0
46883.0,3
94079.0,39
94113.0,1811
94054.0,11
46886.0,2
94102.0,41
46889.0,251
46915.0,0
94046.0,1
46892.0,2
94107.0,41
46891.0,2
46893.0,197
46897.0,2
94087.0,60
46955.0,2
46896.0,30
46958.0,35
47070.0,6
47291.0,0
46899.0,22
46967.0,8
46976.0,4
46902.0,0
46903.0,224
46911.0,5
46987.0,0
46910.0,18
46913.0,15
46909.0,3
46922.0,3
46912.0,6
46916.0,10
46924.0,6
46914.0,0
46921.0,0
46925.0,2
46928.0,4
46950.0,7
94151.0,13
94105.0,13
46933.0,1
47018.0,175
94137.0,61
94159.0,0
46930.0,141
46934.0,12
46937.0,5
46936.0,21
46940.0,3
46935.0,1124
94163.0,0
46941.0,2
47038.0,1
46944.0,1
94157.0,275
46949.0,14
94168.0,251
47037.0,0
46946.0,34
94097.0,9
47065.0,2
46948.0,2
94171.0,0
94172.0,1
47045.0,0
46947.0,188
46977.0,1
46990.0,1
46952.0,7
46981.0,468
47049.0,4
94141.0,81
46953.0,48
46963.0,0
46964.0,35
47022.0,83
94111.0,469
94112.0,720
94136.0,42
46968.0,19
46970.0,2
46972.0,4
46973.0,0
46975.0,38
46957.0,3
46956.0,2
46959.0,2
47061.0,4
94116.0,50
46965.0,12
46997.0,0
46960.0,1
94166.0,62
94135.0,466
46969.0,2
47087.0,6
46974.0,3
46971.0,13
46962.0,8
94147.0,48
46966.0,1
46989.0,1
46978.0,2
94124.0,27
94121.0,10
46982.0,4
46984.0,0
46985.0,1
94120.0,1
46979.0,8
46983.0,1
46980.0,11
46998.0,1
94125.0,0
94208.0,0
94194.0,11
46988.0,0
46986.0,9
47086.0,42
94281.0,24
94178.0,583
46994.0,0
47060.0,18
46996.0,27
47089.0,0
47090.0,7
47025.0,2
47026.0,0
46999.0,1
46992.0,1
46993.0,2
47092.0,0
47096.0,0
94198.0,0
94138.0,13
46991.0,39
94204.0,0
94143.0,0
47003.0,1
94205.0,0
94213.0,102
47000.0,0
94286.0,1
47106.0,36
47001.0,48
46995.0,14
94149.0,103
47095.0,14
94207.0,0
47006.0,10
47008.0,5
94212.0,1
47004.0,1
47050.0,1
47123.0,208
47011.0,22
47077.0,1
47013.0,0
47014.0,0
94409.0,0
94209.0,0
47002.0,2
94176.0,128
94154.0,630
47082.0,2
47016.0,3
47015.0,4
47010.0,388
47007.0,58
94177.0,19
94170.0,132
47009.0,258
47005.0,97
47012.0,12
47019.0,46
94150.0,4
94155.0,0
94222.0,0
94249.0,30
94217.0,11
94228.0,0
47064.0,0
47131.0,0
94223.0,5208
47017.0,142
94161.0,4
47027.0,7
47083.0,24
47023.0,35
47042.0,1
47020.0,32
94201.0,402
94186.0,11
47112.0,813
47021.0,45
94268.0,0
94174.0,184
94206.0,10
94165.0,552
47031.0,187
47033.0,4
47069.0,5
47035.0,0
47030.0,68
47119.0,26
47041.0,8
47039.0,4
47028.0,29
47163.0,0
47036.0,4
94210.0,23
47043.0,9
47057.0,51
47047.0,0
47032.0,26
94250.0,155
47034.0,15
47063.0,2
47067.0,0
47040.0,0
47044.0,106
94183.0,8
47052.0,21
47046.0,6
47051.0,1
47054.0,44
94237.0,15
94185.0,217
94300.0,351
47048.0,63
47100.0,11
47059.0,17
47053.0,9
94270.0,0
94181.0,217
94387.0,1130
47066.0,8
47190.0,31
47068.0,1
47058.0,470
94180.0,419
47165.0,26
94184.0,285
94258.0,64
94273.0,0
47056.0,195
47107.0,74
47074.0,14
94244.0,0
47062.0,16
94179.0,31
94211.0,4
47136.0,36
47177.0,42
94269.0,22
47071.0,12
94245.0,3
47231.0,71
47079.0,9
47139.0,39
47140.0,4
47137.0,0
94248.0,0
47073.0,6
94247.0,1
47138.0,20
47072.0,5
47075.0,1
47162.0,0
47076.0,1
94192.0,117
94193.0,77
94202.0,17
47141.0,14
47142.0,46
47126.0,0
47121.0,2
47085.0,4
94188.0,3
47080.0,0
94404.0,3
47078.0,2
94266.0,4
47088.0,13
47091.0,5
47084.0,38
94265.0,9
94382.0,12
94200.0,62
47094.0,6
47164.0,0
94221.0,35
47104.0,4
47132.0,2
47154.0,22
47093.0,7
94260.0,7
94261.0,0
94197.0,8
47097.0,144
47098.0,0
94263.0,0
94272.0,5
47157.0,0
47158.0,4
94218.0,401
94215.0,11
94233.0,155
94241.0,157
47349.0,8
47451.0,12
94632.0,8
94701.0,58
47103.0,2
47205.0,44
47147.0,31
47101.0,14
47105.0,3
47169.0,2
94283.0,208
94284.0,2
47102.0,2
94280.0,14
94290.0,16
47099.0,1
47108.0,0
47109.0,1
47110.0,3
47113.0,7
47115.0,367
47116.0,2
94219.0,359
94288.0,2
94225.0,143
47117.0,1
47178.0,0
94236.0,25
47114.0,11
47118.0,0
94232.0,12
94230.0,32
47122.0,0
47172.0,31
47175.0,9
94229.0,109
47120.0,2
94367.0,22
47125.0,5
94301.0,30
94279.0,66
47124.0,0
47173.0,5
47151.0,1
47152.0,0
94315.0,369
94314.0,369
47128.0,2
94243.0,528
47127.0,7
94310.0,3
47189.0,28
47146.0,26
94335.0,0
47129.0,174
47149.0,5
47130.0,16
47134.0,4
47133.0,19
94360.0,771
94362.0,0
47213.0,31
47276.0,2
47143.0,0
47135.0,41
47145.0,68
47144.0,401
47212.0,0
94418.0,91
47218.0,0
47223.0,0
47219.0,0
47224.0,0
47155.0,4
47150.0,19
47160.0,10
94443.0,24
94259.0,5
47229.0,0
47268.0,0
47350.0,0
47228.0,0
94291.0,29
47153.0,4
94343.0,0
94408.0,3
47250.0,0
47156.0,3
94262.0,0
94345.0,1
47167.0,0
94322.0,30
47168.0,16
47324.0,4
47171.0,13
47248.0,0
47161.0,2
94469.0,308
47159.0,138
47181.0,2
47318.0,5
47174.0,1396
47170.0,3
47259.0,8
47258.0,0
94329.0,54
94357.0,0
47187.0,0
47267.0,0
94282.0,6
94359.0,11
94358.0,14
47266.0,0
94355.0,6
47176.0,1
47203.0,2
47269.0,6
94363.0,10
94293.0,2
47188.0,0
47180.0,0
47182.0,12
47179.0,12
47225.0,11
47186.0,57
47184.0,93
94334.0,2
47243.0,5
47283.0,0
94297.0,1
47185.0,139
94374.0,498
47197.0,0
47287.0,4
47294.0,4
47191.0,12
94396.0,233
47363.0,3
47194.0,101
47195.0,4
47192.0,8
94304.0,60
94383.0,0
47345.0,71
94307.0,207
94312.0,9
47196.0,10
94305.0,246
94337.0,48
47300.0,6
47199.0,17
47198.0,75
47193.0,14
47200.0,784
47305.0,0
94323.0,386
47202.0,6
47216.0,8
94397.0,0
47308.0,3
94327.0,0
47234.0,7
47312.0,0
47338.0,0
47201.0,11
94319.0,374
47208.0,73
47210.0,0
47211.0,2
47226.0,0
47462.0,0
47204.0,44
94313.0,52
47206.0,6
47209.0,2
47214.0,18
47215.0,12
47217.0,2
47207.0,4
94412.0,0
94505.0,25
47232.0,68
47221.0,11
94326.0,4
47220.0,5
47238.0,121
47222.0,0
94369.0,171
47340.0,0
47346.0,0
94424.0,34
47334.0,0
94427.0,0
94330.0,35
47237.0,40
47347.0,2358
47239.0,4
47309.0,2
47230.0,6
47235.0,4
94381.0,51
47233.0,3
47240.0,15
47245.0,57
47249.0,1
94434.0,4
94438.0,0
47242.0,0
47252.0,0
47236.0,11
47247.0,4
47246.0,4
47251.0,6
47244.0,197
47241.0,2
47254.0,39
47255.0,26
47256.0,24
47285.0,0
47257.0,16
94346.0,241
94444.0,22
94447.0,0
94818.0,0
94527.0,374
47262.0,2
47264.0,28
47316.0,8
47261.0,20
94347.0,90
94373.0,4
94388.0,213
94449.0,3
47351.0,1
47356.0,0
47253.0,10
47260.0,169
94354.0,3
47263.0,91
94371.0,73
94361.0,59
47274.0,11
47304.0,5
47343.0,3
47272.0,2
47278.0,0
47372.0,49
47384.0,79
47277.0,2
47270.0,0
47275.0,94
94370.0,1534
47273.0,49
94411.0,1016
94377.0,7
47282.0,10
47322.0,24
47369.0,12
47405.0,14
47271.0,7
94379.0,39
47281.0,26
47374.0,0
47289.0,47
47286.0,4
94484.0,272
94376.0,26
47403.0,0
94518.0,2
94465.0,77
47293.0,114
94550.0,0
94464.0,0
94378.0,0
47284.0,0
94389.0,124
94519.0,2
47288.0,14
94755.0,0
47297.0,0
47299.0,4
94380.0,66
94466.0,0
94470.0,0
94390.0,20
94391.0,1129
94399.0,2610
94592.0,0
47296.0,0
47315.0,6
94471.0,73
47302.0,173
47292.0,65
94442.0,77
94405.0,3321
94432.0,1
47295.0,72
94474.0,0
47306.0,1
47367.0,3
47298.0,31
94392.0,114
94575.0,60
47364.0,3
47377.0,4
94415.0,239
94439.0,38
94393.0,2
94645.0,117
94398.0,182
47313.0,145
47314.0,2
94395.0,280
47310.0,54
94479.0,6
94794.0,0
94431.0,22
94422.0,1308
47317.0,11
47400.0,223
47329.0,71
47319.0,21
47373.0,8
47311.0,0
94551.0,0
94489.0,0
94426.0,77
94566.0,72
47330.0,11
47331.0,6
94767.0,0
47320.0,2
94401.0,0
47325.0,9
47326.0,3
47328.0,5
94493.0,2
94406.0,60
94417.0,3
94522.0,1
47360.0,11
47368.0,11
47321.0,27
94571.0,0
94416.0,436
47327.0,146
94429.0,0
47335.0,28
47406.0,7
94423.0,103
47337.0,3
47333.0,11
94478.0,53
47332.0,9
47424.0,163
47409.0,3
94437.0,7
47358.0,19
47341.0,31
47410.0,24
94511.0,77
94547.0,20
94441.0,0
47336.0,54
47387.0,0
94517.0,1
47352.0,2
47344.0,0
94433.0,0
47339.0,19
94440.0,0
94553.0,2
94543.0,69
47376.0,0
47342.0,8
94451.0,30
47359.0,4
47431.0,3
47402.0,0
94450.0,822
47348.0,118
47353.0,1
94523.0,0
94563.0,0
47689.0,13
94864.0,23
94973.0,39
94452.0,1
47362.0,103
94453.0,258
47391.0,2
94540.0,5712
47354.0,16
47357.0,0
47366.0,2
94616.0,49
47383.0,3
47365.0,3
47412.0,0
47413.0,0
94487.0,336
94488.0,22
94462.0,27
47361.0,0
94468.0,25
47417.0,2
47435.0,1
47423.0,21
94560.0,8
94815.0,0
47380.0,4
94467.0,21
47370.0,961
47426.0,42
47429.0,1
47371.0,4
94483.0,156
47385.0,1
47432.0,4
94486.0,9
94576.0,0
47375.0,3
94557.0,7
94507.0,9
94584.0,0
47442.0,0
94495.0,90
94491.0,4
47443.0,0
47379.0,0
47447.0,0
94516.0,1591
47510.0,1
47381.0,3
47453.0,0
47459.0,0
47382.0,3
47452.0,2
47499.0,0
47490.0,0
94501.0,21
94498.0,13
47458.0,0
94510.0,4
94602.0,2
94532.0,1
47395.0,12
47396.0,16
94499.0,12
94539.0,0
47388.0,16
47389.0,0
47386.0,26
47571.0,0
47397.0,0
47393.0,55
47399.0,23
94609.0,7
47401.0,2
47398.0,25
47390.0,0
94526.0,0
94614.0,4
94513.0,0
94512.0,331
94514.0,5
47404.0,0
94582.0,64
47505.0,104
47434.0,3
47501.0,4
47407.0,0
47408.0,7
47504.0,4
94533.0,8
47513.0,339
47411.0,3
47498.0,3
47419.0,3
94548.0,77
47415.0,0
47527.0,1
47414.0,12
47530.0,30
94565.0,17
94684.0,0
94690.0,0
94951.0,0
47433.0,0
47658.0,4
94564.0,3276
47422.0,78
47418.0,26
47420.0,696
47560.0,12
47425.0,4
94578.0,344
47427.0,11
47544.0,9
94650.0,1
94605.0,51
47428.0,211
47430.0,6
47554.0,0
47448.0,11
47438.0,2
47553.0,26
94739.0,3
94623.0,277
94574.0,190
47440.0,0
47550.0,77
47441.0,1
47456.0,4
94570.0,33
47472.0,8
47607.0,13
47436.0,26
47437.0,228
94673.0,20
47562.0,4
94599.0,122
94588.0,14
47446.0,144
94581.0,26
47439.0,7
47445.0,44
94591.0,32
94656.0,291
94688.0,256
94678.0,431
47572.0,0
47581.0,0
47444.0,1
47627.0,2
47488.0,36
47549.0,9
47534.0,4
47455.0,11
94583.0,0
94596.0,6
47537.0,22
47526.0,0
47461.0,2
47454.0,3
47450.0,3
47449.0,45
94683.0,23
94691.0,0
47463.0,2
47464.0,7
47465.0,4
47480.0,122
47457.0,0
47460.0,5
47466.0,17
47531.0,3
47625.0,11
47468.0,1
47469.0,6
47470.0,0
47471.0,4
94603.0,375
47556.0,0
47491.0,1
47473.0,10
47493.0,0
47542.0,23
94703.0,0
47467.0,69
94704.0,0
95141.0,254
94608.0,106
47477.0,20
47483.0,1
47561.0,20
47484.0,1
47482.0,7
94707.0,0
47481.0,14
94604.0,75
47474.0,67
94709.0,1
95082.0,0
47487.0,209
47489.0,3
47518.0,3
47478.0,151
47486.0,137
94774.0,79
47638.0,1
47564.0,10
47492.0,3
47593.0,8
47479.0,516
94720.0,0
94713.0,0
47485.0,6
94627.0,180
94642.0,39
94618.0,77
94611.0,58
94719.0,20
94615.0,363
94612.0,0
47495.0,13
94621.0,22
94686.0,25
94657.0,50
94658.0,24
47532.0,5
47503.0,15
94861.0,29
47494.0,103
47496.0,5
94617.0,0
94622.0,40
94722.0,147
47506.0,15
47509.0,9
47524.0,73
47579.0,4
47512.0,12
94625.0,436
47497.0,14
47600.0,0
47502.0,0
47514.0,3
47516.0,50
47633.0,625
47517.0,16
47507.0,33
94628.0,1
47577.0,279
47515.0,10
94635.0,22
94636.0,54
47511.0,4
47660.0,163
47521.0,5
47522.0,22
94735.0,8
94637.0,632
94804.0,0
47520.0,4
47604.0,0
47519.0,9
94631.0,4
94643.0,464
94740.0,44
47688.0,17
47529.0,3
94802.0,1
47525.0,47
94717.0,362
94718.0,63
47548.0,5
47533.0,6
47535.0,2
94644.0,9
47523.0,7
94649.0,28
94748.0,4
94803.0,0
94639.0,20
94793.0,75
94647.0,95
94754.0,1
47540.0,4
47567.0,11
94648.0,201
94747.0,2
94749.0,0
47528.0,2
47541.0,7
94702.0,0
47702.0,14
47735.0,10
47538.0,10
47536.0,193
94655.0,271
47539.0,38
94689.0,1
94659.0,0
47551.0,2
47574.0,22
47651.0,1
47546.0,20
47575.0,5
47557.0,0
47566.0,8
47547.0,7
94663.0,19
47615.0,1
94664.0,29
94669.0,13
94674.0,51
94662.0,170
47626.0,1
47587.0,2
47654.0,5
94665.0,0
47649.0,0
47558.0,15
94676.0,2078
47565.0,105
47602.0,671
47563.0,10
94670.0,1
94681.0,47
94808.0,0
47569.0,150
47570.0,33
94682.0,138
94677.0,429
47648.0,0
94687.0,1373
94737.0,65
94770.0,1402
47597.0,35
47573.0,2
47589.0,7
94694.0,440
47568.0,4
94695.0,662
94805.0,0
94698.0,51
94724.0,12
94824.0,1
94751.0,254
94696.0,775
47606.0,132
47588.0,3
94700.0,5
94867.0,1520
47576.0,22
47668.0,11
47578.0,6
94763.0,135
94712.0,26
47650.0,0
47620.0,0
47613.0,337
47583.0,64
47580.0,2
47637.0,0
47647.0,2
94728.0,86
94738.0,3
47595.0,29
47617.0,6
47590.0,501
47584.0,17
94772.0,471
94743.0,61
94859.0,89
47639.0,2
47592.0,0
47640.0,2
47594.0,9
47582.0,0
47585.0,61
94725.0,20
47623.0,54
47586.0,39
47591.0,24
94753.0,62
94727.0,136
47628.0,96
47599.0,6
94732.0,13
47598.0,75
47830.0,3
47886.0,1
47898.0,6
95144.0,4
95159.0,14
95165.0,2
95200.0,28
95228.0,62
95237.0,478
94787.0,163
94844.0,630
94731.0,133
47621.0,139
47655.0,1
94729.0,2
47596.0,2
94822.0,8
94823.0,2
47601.0,30
47634.0,0
47659.0,20
94828.0,2
94733.0,26
94742.0,128
94792.0,5
47605.0,148
47603.0,100
47662.0,0
47887.0,0
47892.0,0
94746.0,255
94786.0,14
47608.0,7
47666.0,0
94752.0,4
47616.0,60
47624.0,8
47669.0,1
47609.0,7
94757.0,84
94759.0,48
94758.0,71
47614.0,9
94760.0,0
47611.0,6
47665.0,2
47676.0,0
47618.0,0
47619.0,1
94766.0,5
94884.0,0
47622.0,5
47636.0,4
94769.0,30
47693.0,163
47810.0,1
47629.0,0
94854.0,236
47632.0,1
94775.0,3
94773.0,136
47630.0,0
47697.0,0
94890.0,12
47703.0,0
47643.0,24
47656.0,3
47673.0,0
47646.0,2
47723.0,51
94782.0,98
94785.0,0
47678.0,24
47705.0,0
94791.0,13
47704.0,0
47927.0,0
47714.0,143
47641.0,13
47716.0,3
47631.0,4
95065.0,13
47722.0,0
47721.0,0
47724.0,59
47728.0,0
47743.0,4
47775.0,26
47731.0,0
47742.0,0
47642.0,6
94810.0,42
94834.0,197
94905.0,2
47644.0,5
47795.0,35
47744.0,0
47645.0,1
47652.0,7
94860.0,119
47748.0,0
47653.0,3
47657.0,7
94811.0,1
94821.0,0
94820.0,0
47661.0,2
94827.0,3
47663.0,1
94830.0,0
94906.0,1
47801.0,0
47808.0,0
47664.0,15
47670.0,14
94938.0,0
94915.0,21
47667.0,65
94914.0,0
94926.0,10
95017.0,3
94849.0,20
47766.0,8
94971.0,1
47765.0,0
94967.0,0
94928.0,79
94925.0,25
94944.0,0
94927.0,19
94937.0,0
94836.0,26
47672.0,0
47674.0,5
94840.0,2234
94855.0,111
94943.0,41
95110.0,0
94950.0,0
94952.0,11
47773.0,77
94974.0,1
47677.0,1
94841.0,372
94846.0,1
47680.0,1
47904.0,620
94961.0,2332
94949.0,2332
47675.0,8
47679.0,3
47794.0,0
94954.0,0
47695.0,2
47788.0,4
47682.0,4
95104.0,11
94847.0,341
95125.0,0
95129.0,30
94848.0,20
47681.0,267
94960.0,0
94962.0,0
47685.0,6
47687.0,3
47785.0,0
47791.0,1
47683.0,4
47686.0,6
47786.0,5
47684.0,0
47784.0,20
47692.0,22
47690.0,5
94965.0,15
94966.0,0
94978.0,23
94986.0,0
94917.0,341
47694.0,20
94976.0,0
94935.0,179
95121.0,0
47691.0,4
94975.0,3
47696.0,2
47740.0,45
47825.0,8
47800.0,0
94863.0,6
47787.0,2
47698.0,37
47699.0,17
94868.0,1192
47803.0,10
94996.0,0
47700.0,31
47711.0,19
94883.0,6
94989.0,2
47701.0,26
47807.0,3
47816.0,0
94869.0,8
94990.0,0
47707.0,32
94875.0,20
47709.0,0
47708.0,77
47710.0,32
47720.0,4
47706.0,127
47812.0,19
47715.0,52
94876.0,7
47719.0,4
94995.0,13
94879.0,78
95026.0,0
47846.0,0
95001.0,0
95002.0,0
47718.0,11
47732.0,6
47792.0,34
47733.0,1
47734.0,3
47779.0,4
47717.0,9
47727.0,0
47817.0,501
94886.0,347
94958.0,11
47760.0,41
47841.0,2
95009.0,8
94880.0,60
47725.0,48
47738.0,12
94889.0,41
94891.0,136
47747.0,53
47871.0,3
47741.0,35
95021.0,0
47737.0,3
47739.0,42
47736.0,12
47749.0,13
47751.0,3
47778.0,7
47828.0,0
94892.0,1
47752.0,5
95018.0,0
47745.0,616
47746.0,1
47750.0,2
47754.0,22
94894.0,20
47831.0,15
47753.0,6
94899.0,57
95027.0,112
94931.0,954
94932.0,1083
47832.0,3
47819.0,4718
47855.0,616
47769.0,2
47758.0,15
47757.0,35
94903.0,45
94908.0,39
94940.0,8
94911.0,9
47759.0,1
47837.0,0
47842.0,0
47762.0,4
47797.0,4
94920.0,6
94948.0,9
94910.0,30
94909.0,126
47763.0,436
47761.0,3
95109.0,0
47768.0,5
94912.0,2
47764.0,22
94922.0,2071
94930.0,107
47767.0,106
94913.0,0
94918.0,41
94924.0,5
47796.0,2
47824.0,1
94921.0,1
94923.0,5
94941.0,12
94919.0,95
94929.0,242
94934.0,1
94947.0,10
95042.0,8
94936.0,26
47876.0,28
47770.0,36
94933.0,596
47850.0,1
95022.0,1354
94953.0,38
95157.0,399
94942.0,8
47780.0,11
47774.0,640
47772.0,0
47777.0,5
95041.0,132
94956.0,14
95004.0,36
95076.0,110
95086.0,48
95077.0,41
94988.0,63
47771.0,9
47798.0,70
47789.0,11
94959.0,17
94955.0,773
47781.0,1
94982.0,425
94983.0,57
95036.0,50
94970.0,29
95057.0,1200
95094.0,151
95014.0,8
47782.0,5
94987.0,102
95016.0,371
95050.0,63
95068.0,27
95170.0,6
47793.0,8
47790.0,66
94993.0,241
95035.0,56
47849.0,0
94984.0,8
95118.0,119
47861.0,2
47865.0,14
47834.0,5
95028.0,792
95066.0,1
94985.0,8
94994.0,17
47818.0,119
47811.0,6
47859.0,10
47802.0,49
95037.0,12
47806.0,7
95107.0,0
47805.0,1
94998.0,13
47804.0,119
95003.0,99
47813.0,7
47814.0,19
95005.0,13
47809.0,2
95029.0,27
47820.0,4
47857.0,7
47815.0,29
95011.0,1052
95099.0,41
95008.0,27
47822.0,0
47827.0,12
95013.0,0
47829.0,2
95012.0,0
47826.0,0
95023.0,42
95073.0,164
95088.0,0
95108.0,4
47866.0,12
95034.0,118
95182.0,924
47853.0,15
47944.0,2
47974.0,15
95317.0,141
95325.0,985
95326.0,19
95327.0,5
95367.0,24
95391.0,184
95459.0,12
47843.0,98
47874.0,96
95105.0,0
95130.0,0
95095.0,0
47833.0,0
95119.0,58
47839.0,5
47880.0,45
47840.0,1
47869.0,7
47875.0,166
95106.0,1
95100.0,0
47838.0,0
47924.0,0
47835.0,49
95030.0,1
95044.0,68
95038.0,402
95156.0,147
47862.0,5
47845.0,19
47844.0,6
47867.0,106
95194.0,34
47847.0,9
47896.0,11
95126.0,90
47858.0,2
47848.0,253
95061.0,871
47854.0,35
47851.0,5
47852.0,103
47856.0,1
47863.0,3
95060.0,313
95135.0,18
95158.0,7
95140.0,1
47860.0,2
95064.0,0
95098.0,51
95078.0,34
47894.0,2
47878.0,13
47900.0,1
47909.0,0
47912.0,0
48030.0,0
47902.0,0
47870.0,7
95097.0,19
95124.0,898
47872.0,33
95093.0,80
47873.0,24
47879.0,4
47877.0,598
95167.0,1134
95197.0,0
47881.0,3
95196.0,13
95176.0,0
95202.0,106
47883.0,1
95203.0,278
95155.0,5
95215.0,0
95205.0,9
47882.0,0
95138.0,10
95386.0,0
95216.0,356
95217.0,0
47884.0,5
95579.0,0
47930.0,0
95147.0,81
95169.0,55
47885.0,3
47899.0,0
95143.0,168
95134.0,0
47931.0,1
47888.0,364
47920.0,268
95139.0,61
95142.0,247
95230.0,8
47893.0,49
95148.0,91
95279.0,26
95149.0,14
95152.0,19
47895.0,98
95238.0,0
95146.0,513
95236.0,21
95257.0,0
47897.0,7
95253.0,0
95258.0,0
95260.0,0
47903.0,2
47901.0,1
95191.0,17
47905.0,1
47906.0,6
95426.0,531
47908.0,0
47907.0,40
47942.0,5
95265.0,0
95263.0,0
95171.0,0
95310.0,269
47911.0,16
47910.0,46
95234.0,294
95364.0,13
95210.0,3
47914.0,11
95180.0,4
47916.0,1
47929.0,4
95281.0,0
47917.0,17
47915.0,197
47965.0,7
47919.0,3
95192.0,62
47949.0,23
47947.0,1
47918.0,50
95287.0,0
47922.0,1
95193.0,43
47932.0,327
95201.0,2
95419.0,0
95209.0,630
47923.0,11
47921.0,18
95213.0,138
95358.0,101
47966.0,29
47926.0,13
95398.0,1
47953.0,0
95302.0,5
95214.0,517
95250.0,448
95336.0,38
95335.0,1
47933.0,2
95219.0,58
47934.0,2
47979.0,1398
47962.0,1
95233.0,203
95288.0,1
95229.0,0
47937.0,113
95259.0,1678
95267.0,587
95313.0,22
95243.0,114
47948.0,0
95282.0,672
95332.0,6
95252.0,2
95247.0,0
95261.0,11
95273.0,18
47940.0,160
95334.0,2
95333.0,4
95404.0,17
95349.0,0
48021.0,133
47941.0,3
95319.0,10
95389.0,57
95305.0,1346
47968.0,22
47993.0,5
47980.0,6
95274.0,0
95381.0,0
95355.0,3
48127.0,83
95678.0,1
47943.0,0
95283.0,3
47945.0,1
47946.0,64
95285.0,49
47951.0,5
47952.0,18
47995.0,53
47994.0,53
47950.0,0
47988.0,9
95291.0,35
48002.0,35
48008.0,5
95296.0,0
95297.0,6
95306.0,0
47955.0,4
47954.0,3
47957.0,43
47958.0,0
95393.0,1
47959.0,10
47960.0,2
47961.0,0
95322.0,13
47998.0,0
48015.0,0
47983.0,0
47967.0,3
48014.0,0
47964.0,9
47975.0,10
95400.0,6
47971.0,1
47972.0,24
95354.0,59
95374.0,81
95328.0,0
47970.0,13
47969.0,1
47973.0,6
47978.0,72
48000.0,0
47982.0,1886
47985.0,5
95396.0,6
47990.0,2
47987.0,0
47991.0,23
48038.0,1
47986.0,3
48016.0,5
47992.0,2
47989.0,11
48029.0,221
47996.0,1
48011.0,1
48044.0,39
95453.0,11
47997.0,9
48001.0,0
48033.0,31
95370.0,2
48050.0,0
48057.0,0
48003.0,224
95375.0,2
95402.0,30
48005.0,14
47999.0,6
95380.0,1
48051.0,51
48052.0,12
95390.0,0
48037.0,11
48024.0,4
48007.0,113
48009.0,61
95481.0,3
48026.0,0
48012.0,23
95545.0,153
48010.0,10
95401.0,132
95397.0,13
48032.0,728
95403.0,399
95405.0,7639
48047.0,1
48069.0,0
48017.0,2
95409.0,22
95406.0,518
95415.0,37
48048.0,0
48020.0,0
48013.0,1646
95499.0,20
48018.0,22
48068.0,1
95418.0,16
95414.0,25
48019.0,6
95423.0,1
48054.0,67
95429.0,17
95446.0,5
48025.0,204
48022.0,7
48023.0,9
48028.0,195
95430.0,34
95497.0,0
95434.0,326
95424.0,171
48076.0,0
48031.0,7
95435.0,60
95502.0,0
48073.0,14
48027.0,0
95437.0,280
48089.0,5
48102.0,1
48074.0,49
95571.0,6
48034.0,22
95441.0,291
95485.0,3
48085.0,0
95488.0,15
48099.0,3
48096.0,0
48036.0,173
95442.0,138
95450.0,6
95451.0,401
48123.0,5
95447.0,584
48081.0,3
95464.0,0
48083.0,4
95520.0,494
48046.0,39
48039.0,0
95539.0,5
48041.0,6
95457.0,14
48040.0,13
48042.0,0
48045.0,1
95511.0,5
95512.0,2
48043.0,68
48059.0,560
48060.0,6
48061.0,0
48163.0,6
95479.0,510
95466.0,154
48055.0,0
95458.0,4
95463.0,107
95472.0,8
95474.0,5
95471.0,282
95465.0,98
48056.0,8
48080.0,5
95480.0,4
48062.0,0
48072.0,0
48169.0,71
48058.0,7
95487.0,15
95473.0,5
48151.0,0
95595.0,25
95496.0,15
48110.0,13
48116.0,27
48150.0,0
48065.0,1
95518.0,154
95486.0,116
48064.0,1
48067.0,6
48063.0,29
95530.0,14
95519.0,76
95494.0,2
48070.0,1
95791.0,0
48152.0,2
95500.0,274
48087.0,39
48071.0,4
95596.0,65
48141.0,3
48106.0,72
48075.0,33
48149.0,1
48206.0,0
48156.0,3
48155.0,2
48077.0,16
95508.0,477
95600.0,65
48078.0,0
48393.0,5
48425.0,0
95789.0,0
48082.0,1
48165.0,0
48166.0,1
48079.0,1
95523.0,5
48125.0,12
48088.0,0
48101.0,4
95522.0,222
95526.0,18
48091.0,5
48103.0,4
48092.0,2
48094.0,4
48093.0,0
48084.0,2
48098.0,0
48090.0,68
48086.0,0
48100.0,17
95651.0,76
48104.0,0
48120.0,1
48105.0,75
48097.0,4
48264.0,19
95527.0,335
48184.0,0
48108.0,0
48129.0,0
48132.0,0
48111.0,8
48107.0,0
95664.0,32
48112.0,2
48113.0,180
48137.0,12
48201.0,1
95542.0,89
95549.0,22
48115.0,1
48144.0,0
48118.0,2
95540.0,4
95629.0,484
95572.0,1
